ID,中文,英文,分类,字段类型,来源文件
5211007,双倍经验值卡4 - 工作日,2x EXP Card Type 4 - Weekdays,cash,name,String.wz\Cash.img.xml
5211008,双倍经验值卡5 - 工作日,2x EXP Card Type 5 - Weekdays,cash,name,String.wz\Cash.img.xml
5211009,双倍经验值卡1 - 周末,2x EXP Card Type 1 - Weekends,cash,name,String.wz\Cash.img.xml
5211010,双倍经验值卡2 - 周末,2x EXP Card Type 2 - Weekends,cash,name,String.wz\Cash.img.xml
5211011,双倍经验值卡3 - 周末,2x EXP Card Type 3 - Weekends,cash,name,String.wz\Cash.img.xml
5211012,双倍经验值卡4 - 周末,2x EXP Card Type 4 - Weekends,cash,name,String.wz\Cash.img.xml
5211013,双倍经验值卡5 - 周末,2x EXP Card Type 5 - Weekends,cash,name,String.wz\Cash.img.xml
5211014,双倍经验值卡1 - 每天,2x EXP Card Type 1 - Everyday,cash,name,String.wz\Cash.img.xml
5211015,双倍经验值卡2 - 每天,2x EXP Card Type 2 - Everyday,cash,name,String.wz\Cash.img.xml
5211016,双倍经验值卡3 - 每天,2x EXP Card Type 3 - Everyday,cash,name,String.wz\Cash.img.xml
5211017,双倍经验值卡4 - 每天,2x EXP Card Type 4 - Everyday,cash,name,String.wz\Cash.img.xml
5211018,双倍经验值卡5 - 每天,2x EXP Card Type 5 - Everyday,cash,name,String.wz\Cash.img.xml
5211037,双倍经验值卡6 - 工作日,2x EXP Card Type 6 - Weekdays,cash,name,String.wz\Cash.img.xml
5211038,双倍经验值卡6 - 周末,2x EXP Card Type 6 - Weekends,cash,name,String.wz\Cash.img.xml
5211039,双倍经验值卡6 - 每天,2x EXP Card Type 6 - Everyday,cash,name,String.wz\Cash.img.xml
5211040,双倍经验值卡7 - 工作日,2x EXP Card Type 7 - Weekdays,cash,name,String.wz\Cash.img.xml
5211041,双倍经验值卡7 - 周末,2x EXP Card Type 7 - Weekends,cash,name,String.wz\Cash.img.xml
5211042,双倍经验值卡7 - 每天,2x EXP Card Type 7 - Everyday,cash,name,String.wz\Cash.img.xml
5211043,双倍经验值卡8 - 工作日,2x EXP Card Type 8 - Weekdays,cash,name,String.wz\Cash.img.xml
5211044,双倍经验值卡8 - 周末,2x EXP Card Type 8 - Weekends,cash,name,String.wz\Cash.img.xml
5211045,双倍经验值卡8 - 每天,2x EXP Card Type 8 - Everyday,cash,name,String.wz\Cash.img.xml
5211046,双倍经验值卡一天权,1day 2x EXP Special Coupon ,cash,name,String.wz\Cash.img.xml
5211048,双倍经验值卡四小时权,4 hour 2 x EXP special coupon,cash,name,String.wz\Cash.img.xml
5220000,快乐百宝券,Gachapon Ticket,cash,name,String.wz\Cash.img.xml
5220001,活动门票,Event Ticket,cash,name,String.wz\Cash.img.xml
5221000,免费购物券,Free Ticket,cash,name,String.wz\Cash.img.xml
5230000,商店搜索器,The Owl of Minerva,cash,name,String.wz\Cash.img.xml
5240000,新鲜香蕉,Monkey Banana,cash,name,String.wz\Cash.img.xml
5240001,电池,Micro-Chips,cash,name,String.wz\Cash.img.xml
5240002,骨头,Dog Bone,cash,name,String.wz\Cash.img.xml
5240003,竹,Bamboo,cash,name,String.wz\Cash.img.xml
5240004,鲜鱼,Porgy,cash,name,String.wz\Cash.img.xml
5240005,绿草,Clover,cash,name,String.wz\Cash.img.xml
5240006,新鲜肉,Red Meat,cash,name,String.wz\Cash.img.xml
5240007,水果雪糕,Frozen Fruits,cash,name,String.wz\Cash.img.xml
5240008,火鸡饲料,Turkey Feed,cash,name,String.wz\Cash.img.xml
5240009,羊羹,Purple Heart Pudding,cash,name,String.wz\Cash.img.xml
5240010,金币巧克力,Golden Coin Chocolate,cash,name,String.wz\Cash.img.xml
5240011,棉花糖,Cotton Candy,cash,name,String.wz\Cash.img.xml
5240012,水晶糖,Dragon Marble Candy,cash,name,String.wz\Cash.img.xml
5240013,褐色甲虫,Caramel Beetle,cash,name,String.wz\Cash.img.xml
5240015,蒜盐薯片,Garlic Salt Chips,cash,name,String.wz\Cash.img.xml
5240017,雪花儿,Snowflake,cash,name,String.wz\Cash.img.xml
5240018,小叶子,Sprout,cash,name,String.wz\Cash.img.xml
5240020,鱼子酱,Caviar,cash,name,String.wz\Cash.img.xml
5251000,婚礼门票(大教堂),Wedding Ticket (Cathedral),cash,name,String.wz\Cash.img.xml
5251001,婚礼门票(教堂),Wedding Ticket (Chapel),cash,name,String.wz\Cash.img.xml
5251002,高级婚礼门票(教堂),Premium Wedding Ticket (Chapel),cash,name,String.wz\Cash.img.xml
5251003,高级婚礼门票(大教堂),Premium Wedding Ticket (Cathedral),cash,name,String.wz\Cash.img.xml
5251100,婚礼邀请函券,Wedding Invitation Ticket,cash,name,String.wz\Cash.img.xml
5281000,传说中的臭屁,Passed Gas,cash,name,String.wz\Cash.img.xml
5281001,传说中的花香,Floral Scent,cash,name,String.wz\Cash.img.xml
5290000,家族留言板表情 - 愤怒,Guild Forum Emoticon - Angry,cash,name,String.wz\Cash.img.xml
5290001,家族留言板表情 - 微笑,Guild Forum Emoticon - Smile,cash,name,String.wz\Cash.img.xml
5290002,家族留言板表情 - 无语,Guild Forum Emoticon - Silent,cash,name,String.wz\Cash.img.xml
5290003,家族留言板表情 - 大笑,Guild Forum Emoticon - LOL,cash,name,String.wz\Cash.img.xml
5290004,家族留言板表情 - 惊讶,Guild Forum Emoticon - Surprise,cash,name,String.wz\Cash.img.xml
5290005,家族留言板表情 - 哭哭,Guild Forum Emoticon - Cry,cash,name,String.wz\Cash.img.xml
5290006,家族留言板表情 - 狂怒,Guild Forum Emoticon - Furious,cash,name,String.wz\Cash.img.xml
5290007,家族留言板表情 - 0_0,Guild Forum Emoticon - 0_0,cash,name,String.wz\Cash.img.xml
5300000,花蘑菇变身石,Fungus Scroll,cash,name,String.wz\Cash.img.xml
5300001,漂漂猪变身石,Oinker Delight,cash,name,String.wz\Cash.img.xml
5300002,外星人变身石,Zeta Nightmare,cash,name,String.wz\Cash.img.xml
5330000,特快使用券,Quick Delivery Ticket,cash,name,String.wz\Cash.img.xml
5360000,双倍爆率卡一天权,1day 2x Drop Special Coupon ,cash,name,String.wz\Cash.img.xml
5360001,双倍爆率卡1 - 每天,2x Drop Card Type 1 - Everyday,cash,name,String.wz\Cash.img.xml
5360002,双倍爆率卡2 - 每天,2x Drop Card Type 2 - Everyday,cash,name,String.wz\Cash.img.xml
5360003,双倍爆率卡3 - 每天,2x Drop Card Type 3 - Everyday,cash,name,String.wz\Cash.img.xml
5360004,双倍爆率卡4 - 每天,2x Drop Card Type 4 - Everyday,cash,name,String.wz\Cash.img.xml
5360005,双倍爆率卡5 - 每天,2x Drop Card Type 5 - Everyday,cash,name,String.wz\Cash.img.xml
5360006,双倍爆率卡6 - 每天,2x Drop Card Type 6 - Everyday,cash,name,String.wz\Cash.img.xml
5360007,双倍爆率卡7 - 每天,2x Drop Card Type 7 - Everyday,cash,name,String.wz\Cash.img.xml
5360008,双倍爆率卡8 - 每天,2x Drop Card Type 8 - Everyday,cash,name,String.wz\Cash.img.xml
5360042,双倍爆率卡四小时权,4 hour 2 x Drop special coupon,cash,name,String.wz\Cash.img.xml
5370000,黑板（7天权）,Chalkboard,cash,name,String.wz\Cash.img.xml
5370001,把输入的内容显示在黑板上。可\n以在自由市场入口使用，但不能\n在#c市场#中使用。,Any information entered will be featured on the chalkboard. The item can be used anywhere including #cFree Market Entrance# except for #cFree Market#.,cash,desc,String.wz\Cash.img.xml
5380000,进化之石,The Rock of Evolution,cash,name,String.wz\Cash.img.xml
5390000,炽热情景喇叭,Diablo Messenger,cash,name,String.wz\Cash.img.xml
5390001,绚烂情景喇叭,Cloud 9 Messenger,cash,name,String.wz\Cash.img.xml
5390002,爱心情景喇叭,Loveholic Messenger,cash,name,String.wz\Cash.img.xml
5400000,角色名称变更券,Character Name Change,cash,name,String.wz\Cash.img.xml
5401000,服务器移民券,Character Transfer,cash,name,String.wz\Cash.img.xml
5420000,婚礼村美发会员优惠券,Amoria Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5420001,新叶城美发会员优惠券,NLC Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5420002,射手村美发会员优惠券,Henesys Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5420003,废弃都市美发会员优惠券,Kerning City Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5420004,天空之城美发会员优惠券,Orbis Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5420005,玩具城美发会员优惠券,Ludibrium Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5420006,武陵美发会员优惠券,Mu Lung Hair Membership Coupon,cash,name,String.wz\Cash.img.xml
5430000,角色增加会员卡,Extra Character Slot Coupon,cash,name,String.wz\Cash.img.xml
5431000,角色卡(30级),Maple Life (A-Type),cash,name,String.wz\Cash.img.xml
5432000,可生成等级提升到30级的角色。\n#c*警告：拥有30级以上的角色时\n，有空余的角色栏时可以购买。\n购买后角色选择画面中生成拥有\n30级装备道具的角色。#\n\n包含#c角色增加会员卡。#购买后自\n动增加一个角色槽。,"#c*Warning : If all 12 character slots are full, it cannot be used.#\r\n\r\nThis package has the #cMaple Life item plus an Extra Character Slot coupon.#Using this item will automiatically create a new slot.\r\n\r\nIf you are over #cLevel 30#, a new Level 30 character can be created in your world. You can choose one of the following classes #c(Warrior, Magician, Thief, Bowman and Pirate)# at #c1st Job status.#\r\n\r\nOnly the amount of AP needed for each respective 1st jobs have been allocated and the rest of AP and SP can be distributed to your liking.#cBasic equips and items# needed for travel are also provided.",cash,desc,String.wz\Cash.img.xml
5450000,包裹商人妙妙,Miu Miu the Traveling Merchant,cash,name,String.wz\Cash.img.xml
5460000,宠物的点心,Pet Snack,cash,name,String.wz\Cash.img.xml
5470000,雇用商人遥控器,Store Remote Controller,cash,name,String.wz\Cash.img.xml
5990000,拍卖销售,MTS sale,cash,name,String.wz\Cash.img.xml
5240021,机器人的轻油,Robo Oil,cash,name,String.wz\Cash.img.xml
5150032,中心商业区美发店普通会员卡,CBD Hair Style Coupon (REG),cash,name,String.wz\Cash.img.xml
5150033,中心商业区美发店高级会员卡,CBD Hair Style Coupon (VIP),cash,name,String.wz\Cash.img.xml
5152037,中心商业区整形手术普通会员卡,CBD Face Coupon (REG),cash,name,String.wz\Cash.img.xml
5152038,中心商业区整形手术高级会员卡,CBD Face Coupon (VIP),cash,name,String.wz\Cash.img.xml
5152039,中心商业区美瞳普通会员卡,CBD Cosmetic Lens Coupon (REG),cash,name,String.wz\Cash.img.xml
5152040,中心商业区美瞳高级会员卡,CBD Cosmetic Lens Coupon (VIP),cash,name,String.wz\Cash.img.xml
5153010,中心商业区护肤中心会员卡,CBD Skin Coupon,cash,name,String.wz\Cash.img.xml
5151027,中心商业区染色普通会员卡,CBD Hair Color Coupon (REG),cash,name,String.wz\Cash.img.xml
5151028,中心商业区染色高级会员卡,CBD Hair Color Coupon (VIP),cash,name,String.wz\Cash.img.xml
5021023,大头蝙蝠,Stirge Throwing Star,cash,name,String.wz\Cash.img.xml
5010059,黑暗怒火,Trail of Darkness Effect,cash,name,String.wz\Cash.img.xml
5252000,迷你地图入场券,Event Ticket (NX),cash,name,String.wz\Cash.img.xml
5490000,黄金万能钥匙,Gold Master Key,cash,name,String.wz\Cash.img.xml
5211049,7-Eleven 双倍经验值卡 - 90 分钟,7-Eleven 2x EXP Card - 90 Minutes,cash,name,String.wz\Cash.img.xml
5010060,颂歌效果,Caroler Effect,cash,name,String.wz\Cash.img.xml
5240023,面包,Bread,cash,name,String.wz\Cash.img.xml
5121019,冬季针织巨星,Winter Knit Fest,cash,name,String.wz\Cash.img.xml
5010061,红桃A效果,Ace of Hearts,cash,name,String.wz\Cash.img.xml
5252001,藏宝城门票,Ticket to Treasure Dungeon,cash,name,String.wz\Cash.img.xml
5077000,缤纷喇叭,Triple Megaphone,cash,name,String.wz\Cash.img.xml
5510000,原地复活术,Wheel of Destiny,cash,name,String.wz\Cash.img.xml
5520000,宿命剪刀,Scissors of Karma,cash,name,String.wz\Cash.img.xml
5451000,高级快乐百宝券,Remote Gachapon Ticket,cash,name,String.wz\Cash.img.xml
5490001,白银万能匙,Silver Master Key,cash,name,String.wz\Cash.img.xml
5010064,摇滚乐队特效,Rock Band Effect,cash,name,String.wz\Cash.img.xml
5010065,记分牌,Scoreboard Effect,cash,name,String.wz\Cash.img.xml
5010066,霓虹灯效果,Disco Effect,cash,name,String.wz\Cash.img.xml
5120028,可爱的猫狗对话框,Raining Cats &amp; Dogs,cash,name,String.wz\Cash.img.xml
5021024,臭鸡蛋,Throwing Eggs Weapon,cash,name,String.wz\Cash.img.xml
5570000,金锤子,Vicious&apos; Hammer,cash,name,String.wz\Cash.img.xml
5010068,天使的归来,Return of Angel Wing,cash,name,String.wz\Cash.img.xml
5221001,魔法卷轴,Enchanted Scroll,cash,name,String.wz\Cash.img.xml
5010069,死神之翼,Seraphim&apos;s Dark Wings,cash,name,String.wz\Cash.img.xml
5550000,项链扩充,Increasing the Pendant Slots:30 Days,cash,name,String.wz\Cash.img.xml
5061003,除任务道具外的装备道具与飞镖\n加以封印，使其无法#c转卖商店，\n交换，丢弃#的锁。快速双击封印\n之锁，便可封印道具。,"A guard for sealing an equip item and/or throwing star to prevent #cselling, trading or dropping# of the item. Double-click on the guard, then seal the item into the window that appears. #cThis Item Guard is active for 365 days, after which the item will be automatically released from the seal.# ",cash,desc,String.wz\Cash.img.xml
5222000,商城惊喜,Cash Shop Surprise,cash,name,String.wz\Cash.img.xml
5240024,品克缤大肉排,Pinky DrumStick,cash,name,String.wz\Cash.img.xml
5021022,盘子,Plate Throwing Star,cash,name,String.wz\Cash.img.xml
5120027,飞船,Spaceship,cash,name,String.wz\Cash.img.xml
5120030,魔女之塔,Witch Tower,cash,name,String.wz\Cash.img.xml
5500001,魔法沙漏,[7days]Magical Sandglass,cash,name,String.wz\Cash.img.xml
5500002,可使带有有效期的装备延长有效\n期的沙漏，使用方法类似卷轴，\n使用后将使道具的有效期间延长\n。不能使用于#c现金道具，不能延\n迟时间30天以上。#,"Drag and drop this onto a piece of equipment that has a time limit to extend the time limit by #c20days#. #This cannot be used on cash items, and the time limit cannot be extended past 30 days, starting from today.#",cash,desc,String.wz\Cash.img.xml
5530000,DS鸡蛋篮子,DS Egg Basket,cash,name,String.wz\Cash.img.xml
5490002,借此高级万能钥匙打开黄金版箱\n子，可以获得稀有物品！,Take this Premium Master Key to open the Premium Gold Box and earn a rare item!,cash,desc,String.wz\Cash.img.xml
5490003,白银万能钥匙,Premium Silver Master Key,cash,name,String.wz\Cash.img.xml
5150044,高级皇家理发券,Special Royal Hair Coupon,cash,name,String.wz\Cash.img.xml
5010070,森林妖精的翅膀,Sprite Wings,cash,name,String.wz\Cash.img.xml
5211052,三倍经验值卡,3xExp,cash,name,String.wz\Cash.img.xml
5211060,三倍经验卡(2小时),2 hour 3 x EXP special coupon,cash,name,String.wz\Cash.img.xml
5610000,卷轴成功提升卡(10%),Vega&apos;s Spell(10%),cash,name,String.wz\Cash.img.xml
5610001,卷轴成功提升卡(60%),Vega&apos;s Spell(60%),cash,name,String.wz\Cash.img.xml
5590000,装备特许证,High-Five Stamp,cash,name,String.wz\Cash.img.xml
5021026,开心的圣诞老人,Gift Box Throwing Stars,cash,name,String.wz\Cash.img.xml
5010073,人气美女,Miss Popular,cash,name,String.wz\Cash.img.xml
5010074,人气帅哥,Mr. Popular,cash,name,String.wz\Cash.img.xml
5240027,骨肉相连,Golden Drumstick,cash,name,String.wz\Cash.img.xml
5390005,小老虎情景喇叭,Cute Tiger Messenger,cash,name,String.wz\Cash.img.xml
5390006,咆哮老虎情景喇叭,Roaring Tiger Messenger,cash,name,String.wz\Cash.img.xml
5120034,天降甜甜圈,Cloudy Meatballs,cash,name,String.wz\Cash.img.xml
Consume.img,北斗卫星指导书,BeiDou Satellite Manual,consume,name,String.wz\Consume.img.xml
2000004,特殊药水,Elixir,consume,name,String.wz\Consume.img.xml
2000005,超级药水,Power Elixir,consume,name,String.wz\Consume.img.xml
2000006,活力神水,Mana Elixir,consume,name,String.wz\Consume.img.xml
2000007,红色药丸,Red Pill,consume,name,String.wz\Consume.img.xml
2000008,橙色药丸,Orange Pill,consume,name,String.wz\Consume.img.xml
2000009,白色药丸,White Pill,consume,name,String.wz\Consume.img.xml
2000010,蓝色药丸,Blue Pill,consume,name,String.wz\Consume.img.xml
2000011,活力神药,Mana Elixir Pill,consume,name,String.wz\Consume.img.xml
2000012,传说中的神秘药水\n可恢复50%的HP与MP,A legendary secret potion.\nRecovers 50% of HP and MP.,consume,desc,String.wz\Consume.img.xml
2000013,初级冒险家的红色药水,Red Potion for Beginners,consume,name,String.wz\Consume.img.xml
2000014,初级冒险家的蓝色药水,Blue Potion for Beginners,consume,name,String.wz\Consume.img.xml
2000015,橙色药水,Orange Potion for Beginners,consume,name,String.wz\Consume.img.xml
2000016,白色药水,White Potion,consume,name,String.wz\Consume.img.xml
2000017,蓝色药水,Blue Potion,consume,name,String.wz\Consume.img.xml
2000018,传说中的秘药\nMP可恢复300左右,A legendary potion.\nRecovers around 300 MP.,consume,desc,String.wz\Consume.img.xml
2000019,传说中的秘药\nHP，MP可全部恢复,A legendary potion.\nRecovers all HP and MP.,consume,desc,String.wz\Consume.img.xml
2001000,西瓜,Watermelon,consume,name,String.wz\Consume.img.xml
2001001,棒棒冰,Ice Cream Pop,consume,name,String.wz\Consume.img.xml
2001002,红豆刨冰,Red Bean Sundae,consume,name,String.wz\Consume.img.xml
2002000,敏捷药水,Dexterity Potion,consume,name,String.wz\Consume.img.xml
2002001,速度药水,Speed Potion,consume,name,String.wz\Consume.img.xml
2002002,魔力神水,Magic Potion,consume,name,String.wz\Consume.img.xml
2002003,强效魔力水,Wizard Potion,consume,name,String.wz\Consume.img.xml
2002004,攻击神水,Warrior Potion,consume,name,String.wz\Consume.img.xml
2002005,命中神水,Sniper Potion,consume,name,String.wz\Consume.img.xml
2002006,攻击药丸,Warrior Pill,consume,name,String.wz\Consume.img.xml
2002007,魔力药丸,Magic Pill,consume,name,String.wz\Consume.img.xml
2002008,命中药丸,Sniper Pill,consume,name,String.wz\Consume.img.xml
2002009,敏捷药丸,Dexterity Pill,consume,name,String.wz\Consume.img.xml
2002010,速度药丸,Speed Pill,consume,name,String.wz\Consume.img.xml
2002011,镇痛剂,Pain Reliever,consume,name,String.wz\Consume.img.xml
2002015,异界药水,Elpam Elixir,consume,name,String.wz\Consume.img.xml
2002016,飞侠药水,Thief Elixir,consume,name,String.wz\Consume.img.xml
2002017,战士药水,Warrior Elixir,consume,name,String.wz\Consume.img.xml
2002018,魔法师药水,Wizard Elixir,consume,name,String.wz\Consume.img.xml
